.	133	12	26	38	
.	133	965982	2148273	16290810	
.	134	3	12	26	38	
.	134	26	944292	2116489	16290810	
.	135	3	12	26	38	
.	135	1	957168	2149102	16290810	
.	136	3	12	26	38	
.	136	6866	986879	2191938	16290810	
.	137	3	12	26	38	
.	137	147	1047927	2317491	16290810	
.	138	3	12	26	38	
.	138	4	1120179	2455946	16290810	
.	139	12	26	38	
.	139	1082890	2365539	16290810	
.	140	12	26	38	
.	140	1074700	2348441	16290810	
.	141	12	26	38	
.	141	1102288	2398990	16290810	
.	142	3	12	26	38	
.	142	24	1130537	2456355	16290810	
.	143	3	12	26	38	
.	143	35	1108265	2409053	16290810	
.	144	12	26	38	
.	144	1081817	2374338	16290810	
.	145	3	12	26	38	
.	145	54	1093123	2403244	16290810	
.	146	3	12	26	38	
.	146	5	1103776	2419256	16290810	
.	147	12	26	38	
.	147	1089528	2385333	16290810	
.	148	3	12	26	38	
.	148	3	1134305	2466182	16290810	
.	149	3	12	26	38	
.	149	6	1185432	2558381	16290810	
.	150	3	12	26	38	
.	150	4	1317609	2853946	16290810	
A	0	12	26	38	
A	0	64102	183324	3085101	
A	1	12	26	38	
A	1	58216	159514	3059638	
A	2	12	26	38	
A	2	80870	233604	3643303	
A	3	12	26	38	
A	3	57686	156629	2438174	
A	4	12	26	38	
A	4	96159	318179	5689098	
A	5	12	26	38	
A	5	86455	306264	6076046	
A	6	12	26	38	
A	6	87029	282360	4799426	
A	7	12	26	38	
A	7	91544	304041	5083101	
A	8	12	26	38	
A	8	44620	128310	1912667	
A	9	12	26	38	
A	9	81662	247401	3938834	
A	10	12	26	38	
A	10	52603	171951	3378000	
A	11	12	26	38	
A	11	76686	234081	3727001	
A	12	12	26	38	
A	12	55431	169655	3012250	
A	13	12	26	38	
A	13	67977	195634	3017334	
A	14	12	26	38	
A	14	80714	254752	4344544	
A	15	12	26	38	
A	15	80977	259197	4314734	
A	16	12	26	38	
A	16	83285	259170	4219348	
A	17	12	26	38	
A	17	82582	259544	4240307	
A	18	12	26	38	
A	18	83576	257959	4205190	
A	19	12	26	38	
A	19	84772	257139	4128564	
A	20	12	26	38	
A	20	83426	255927	4106892	
A	21	12	26	38	
A	21	88046	262476	4053450	
A	22	12	26	38	
A	22	93028	269331	4093896	
A	23	12	26	38	
A	23	89281	272119	4111629	
A	24	12	26	38	
A	24	96117	279405	4000202	
A	25	12	26	38	
A	25	85772	261180	4008911	
A	26	12	26	38	
A	26	97320	284089	4059593	
A	27	12	26	38	
A	27	91588	271538	4018286	
A	28	12	26	38	
A	28	94624	276384	4067589	
A	29	12	26	38	
A	29	88501	269184	4105927	
A	30	12	26	38	
A	30	88237	266839	4048957	
A	31	12	26	38	
A	31	90204	272486	4082463	
A	32	12	26	38	
A	32	90813	274541	4098241	
A	33	12	26	38	
A	33	89405	269561	4006405	
A	34	12	26	38	
A	34	93761	279961	4020471	
A	35	12	26	38	
