.	0	2	11	25	37	
.	0	202155	59297582	156912815	2000145824	
.	1	2	11	25	37	
.	1	654968	54221506	147901308	2000145824	
.	2	2	11	25	37	
.	2	375946	42705873	120135559	2000145824	
.	3	2	11	25	37	
.	3	187	42798319	120732223	2000145824	
.	4	2	11	25	37	
.	4	7962	34009587	102677045	2000145824	
.	5	2	11	25	37	
.	5	33979	26347464	86053671	2000145824	
.	6	2	11	25	37	
.	6	787	27877705	88189163	2000145824	
.	7	2	11	25	37	
.	7	7579	25916349	85469358	2000145824	
.	8	2	11	25	37	
.	8	2036	28432442	89082449	2000145824	
.	9	11	25	37	
.	9	28308631	90428201	2000145824	
.	10	2	11	25	37	
.	10	102	25084175	80765296	2000145824	
.	11	2	11	25	37	
.	11	3256	28653122	91725960	2000145824	
.	12	2	11	25	37	
.	12	18995	27215288	88094817	2000145824	
.	13	2	11	25	37	
.	13	1588	26544075	86274030	2000145824	
.	14	2	11	25	37	
.	14	702	25913199	86578872	2000145824	
.	15	2	11	25	37	
.	15	26496	27251665	91354886	2000145824	
.	16	2	11	25	37	
.	16	27	26574734	88257686	2000145824	
.	17	2	11	25	37	
.	17	21906	27810947	92921038	2000145824	
.	18	2	11	25	37	
.	18	2658	27381591	90214789	2000145824	
.	19	11	25	37	
.	19	27504352	91103162	2000145824	
.	20	2	11	25	37	
.	20	3664	27002158	89304523	2000145824	
.	21	2	11	25	37	
.	21	1906	27596756	90929167	2000145824	
.	22	2	11	25	37	
.	22	191	28529462	94794704	2000145824	
.	23	2	11	25	37	
.	23	241	30382025	100773220	2000145824	
.	24	2	11	25	37	
.	24	274	29669949	97020866	2000145824	
.	25	2	11	25	37	
.	25	350	33285884	101471761	2000145824	
.	26	2	11	25	37	
.	26	374	33325472	100561504	2000145824	
.	27	2	11	25	37	
.	27	127	34277157	103144040	2000145824	
.	28	2	11	25	37	
.	28	377	32934510	98500081	2000145824	
.	29	2	11	25	37	
.	29	389	33459491	100191934	2000145824	
.	30	2	11	25	37	
.	30	70	33909633	101736001	2000145824	
.	31	2	11	25	37	
.	31	128	34381376	102569347	2000145824	
.	32	2	11	25	37	
.	32	538	34425217	103271188	2000145824	
.	33	2	11	25	37	
.	33	12856	34512014	103206160	2000145824	
.	34	2	11	25	37	
.	34	3805	35217016	104398551	2000145824	
.	35	2	11	25	37	
.	35	4	34396673	101452948	2000145824	
.	36	2	11	25	37	
.	36	255	34515836	101762829	2000140470	
.	37	2	11	25	37	
.	37	1374	35221053	103674109	2000135140	
.	38	2	11	25	37	
.	38	86	36222132	106166812	2000129841	
.	39	2	11	25	37	
.	39	2553	35955616	104726419	2000124464	
.	40	2	11	25	37	
.	40	2313	37457879	109730323	2000118377	
.	41	2	11	25	37	
.	41	679	36716518	107617863	2000112829	
.	42	2	11	25	37	
.	42	999	37249365	109299779	2000107408	
.	43	2	11	25	37	
.	43	22977	37796266	108688118	2000102079	
.	44	2	11	25	37	
.	44	1802	43022363	115522558	2000096719	
.	45	2	11	25	37	
.	45	5762	39959656	112638861	2000091453	
.	46	2	11	25	37	
.	46	6397	38692788	111902183	2000086389	
.	47	2	11	25	37	
.	47	7452	38673754	110012102	2000081025	
.	48	2	11	25	37	
.	48	4162	42250197	118965871	2000076133	
.	49	2	11	25	37	
.	49	421307	40835441	115891684	2000071346	
.	50	2	11	25	37	
.	50	493	39805346	112824985	2000066107	
.	51	2	11	25	37	
.	51	177	41070484	115783005	2000061131	
.	52	2	11	25	37	
.	52	639	40231912	115260828	2000056040	
.	53	2	11	25	37	
.	53	382	38955260	111153647	2000050670	
.	54	2	11	25	37	
.	54	430083	42247651	117563028	2000045602	
.	55	2	11	25	37	
.	55	268	42559693	118863889	2000040385	
.	56	2	11	25	37	
.	56	242	43715342	120833072	2000034953	
.	57	2	11	25	37	
.	57	374	42514698	119735653	2000029599	
.	58	2	11	25	37	
.	58	7455	43769515	118295645	2000024243	
.	59	2	11	25	37	
.	59	3455	45634952	123075379	2000018992	
.	60	2	11	25	37	
.	60	690	42661803	119685427	2000013802	
.	61	2	11	25	37	
.	61	1879	43570303	118913493	2000008866	
.	62	2	11	25	37	
.	62	285	46302265	124181639	2000003625	
.	63	2	11	25	37	
.	63	95	43466849	119702450	1999998404	
.	64	2	11	25	37	
.	64	12510	46848226	126740444	1999993453	
.	65	2	11	25	37	
.	65	4587	45967152	122705995	1999988436	
.	66	2	11	25	37	
.	66	4426	46489734	127651818	1999983394	
.	67	2	11	25	37	
.	67	3933	47387502	127038813	1999978735	
.	68	2	11	25	37	
.	68	29835	50153581	130277662	1999973716	
.	69	2	11	25	37	
.	69	2686	51245007	129318201	1999969186	
.	70	2	11	25	37	
.	70	185	50702760	132430366	1999964867	
.	71	2	11	25	37	
.	71	7516	48139151	131949771	1999960717	
.	72	2	11	25	37	
.	72	3633	45104320	124898501	1999955469	
.	73	2	11	25	37	
.	73	443	47474229	131268414	1999951150	
.	74	2	11	25	37	
.	74	1008	47232774	130101360	1999946754	
.	75	2	11	25	37	
.	75	20359	45644753	124630188	1999941913	
.	76	2	11	25	37	
.	76	5489	45877675	124918861	1999937222	
.	77	2	11	25	37	
.	77	1206	47159816	128293689	1999932303	
.	78	2	11	25	37	
.	78	2488	47114293	127942731	1999927109	
.	79	2	11	25	37	
.	79	1432	47892600	129720827	1999922313	
.	80	2	11	25	37	
.	80	188	47901539	129941601	1999917062	
.	81	2	11	25	37	
.	81	1091	48437473	131773868	1999912044	
.	82	2	11	25	37	
.	82	1891	48339182	130070439	1999907110	
.	83	2	11	25	37	
.	83	5468	47917362	129002098	1999902160	
.	84	2	11	25	37	
.	84	1982	48415324	130446906	1999897261	
.	85	2	11	25	37	
.	85	6202	49561184	133195326	1999892516	
.	86	2	11	25	37	
.	86	384	50516822	135157871	1999887559	
.	87	2	11	25	37	
.	87	943	50830971	134985310	1999882838	
.	88	2	11	25	37	
.	88	9454	51986838	137193377	1999877874	
.	89	2	11	25	37	
.	89	3603	55555089	141883714	1999873093	
.	90	2	11	25	37	
.	90	9379	55491368	143719482	1999868220	
.	91	2	11	25	37	
.	91	9737	54427983	144192527	1999863431	
.	92	2	11	25	37	
.	92	11908	53713221	142192471	1999858757	
.	93	2	11	25	37	
.	93	1717	54391301	143778022	1999853591	
.	94	2	11	25	37	
.	94	36984	55427763	145521700	1999848427	
.	95	2	11	25	37	
.	95	1162	54243669	143119596	1999843726	
.	96	2	11	25	37	
.	96	24726	55048712	144964510	1999838916	
.	97	2	11	25	37	
.	97	3034	55261511	144743189	1999833839	
.	98	2	11	25	37	
